name,state,county_seat
SEVIER,TN,
SEWARD,KS,
SEWARD,NE,
SHACKELFORD,TX,
SHANNON,MO,
SHANNON,SD,
SHARKEY,MS,
SHARP,AR,
SHASTA,CA,
SHAWANO,WI,
SHAWNEE,KS,
SHEBOYGAN,WI,
SHELBY,MO,
SHELBY,IA,
SHELBY,IN,
SHELBY,KY,
SHELBY,AL,
SHELBY,IL,
SHELBY,TN,
SHELBY,OH,
SHELBY,TX,
SHENANDOAH,VA,
SHERBURNE,MN,
SHERIDAN,ND,
SHERIDAN,WY,
SHERIDAN,MT,
SHERIDAN,KS,
SHERIDAN,NE,
SHERMAN,KS,
SHERMAN,TX,
SHERMAN,NE,
SHERMAN,OR,
SHIAWASSEE,MI,
SHOSHONE,ID,
SIBLEY,MN,
SIERRA,NM,
SIERRA,CA,
SILVER BOW,MT,
SIMPSON,MS,
SIMPSON,KY,
SIOUX,ND,
SIOUX,IA,
SIOUX,NE,
SISKIYOU,CA,
SITKA,AK,
SKAGIT,WA,
SKAGWAY HOONAH ANGOON,AK,
SKAMANIA,WA,
SLOPE,ND,
SMITH,MS,
SMITH,KS,
SMITH,TN,
SMITH,TX,
SMYTH,VA,
SNOHOMISH,WA,
SNYDER,PA,
SOCORRO,NM,
SOLANO,CA,
SOMERSET,MD,
SOMERSET,ME,
SOMERSET,NJ,
SOMERSET,PA,
SOMERVELL,TX,
SONOMA,CA,
SOUTHAMPTON,VA,
SOUTHEAST FAIRBANKS,AK,
SPALDING,GA,
SPARTANBURG,SC,
SPENCER,KY,
SPENCER,IN,
SPINK,SD,
SPOKANE,WA,
SPOTSYLVANIA,VA,
ST JOHN THE BAPTIST,LA,
ST JOSEPH,IN,
STAFFORD,VA,
STAFFORD,KS,
STANISLAUS,CA,
STANLEY,SD,
STANLY,NC,
STANTON,KS,
STANTON,NE,
STARK,ND,
STARK,IL,
STARK,OH,
STARKE,IN,
STARR,TX,
STAUNTON CITY,VA,
STEARNS,MN,
STEELE,MN,
STEELE,ND,
STEPHENS,TX,
STEPHENS,OK,
STEPHENS,GA,
STEPHENSON,IL,
STERLING,TX,
STEUBEN,IN,
STEUBEN,NY,
STEVENS,WA,
STEVENS,MN,
STEVENS,KS,
STEWART,TN,
STEWART,GA,
STILLWATER,MT,
STODDARD,MO,
STOKES,NC,
STONE,MS,
STONE,MO,
STONE,AR,
STONEWALL,TX,
STOREY,NV,
STORY,IA,
STRAFFORD,NH,
STUTSMAN,ND,
SUBLETTE,WY,
SUFFOLK,NY,
SUFFOLK,MA,
SUFFOLK CITY,VA,
SULLIVAN,NH,
SULLIVAN,IN,
SULLIVAN,NY,
SULLIVAN,TN,
SULLIVAN,MO,
SULLIVAN,PA,
SULLY,SD,
SUMMERS,WV,
SUMMIT,UT,
SUMMIT,CO,
SUMMIT,OH,
SUMNER,KS,
SUMNER,TN,
SUMTER,FL,
SUMTER,SC,
SUMTER,AL,
SUMTER,GA,
SUNFLOWER,MS,
SURRY,VA,
SURRY,NC,
SUSQUEHANNA,PA,
SUSSEX,DE,
SUSSEX,VA,
SUSSEX,NJ,
SUTTER,CA,
SUTTON,TX,
SUWANNEE,FL,
SWAIN,NC,
SWEET GRASS,MT,
SWEETWATER,WY,
SWIFT,MN,
SWISHER,TX,
SWITZERLAND,IN,
TALBOT,MD,
TALBOT,GA,
TALIAFERRO,GA,
TALLADEGA,AL,
TALLAHATCHIE,MS,
TALLAPOOSA,AL,
TAMA,IA,
TANEY,MO,
TANGIPAHOA,LA,
TAOS,NM,
TARRANT,TX,
TATE,MS,
TATTNALL,GA,
TAYLOR,FL,
TAYLOR,WI,
TAYLOR,KY,
TAYLOR,TX,
TAYLOR,GA,
TAYLOR,WV,
TAYLOR,IA,
TAZEWELL,IL,
TAZEWELL,VA,
TEHAMA,CA,
TELFAIR,GA,
TELLER,CO,
TENSAS,LA,
TERREBONNE,LA,
TERRELL,GA,
TERRELL,TX,
TERRY,TX,
TETON,WY,
TETON,ID,
TETON,MT,
TEXAS,MO,
TEXAS,OK,
THAYER,NE,
THOMAS,KS,
THOMAS,GA,
THOMAS,NE,
THROCKMORTON,TX,
THURSTON,WA,
THURSTON,NE,
TIFT,GA,
TILLAMOOK,OR,
TILLMAN,OK,
TIOGA,NY,
TIOGA,PA,
TIPPAH,MS,
TIPPECANOE,IN,
TIPTON,IN,
TIPTON,TN,
TISHOMINGO,MS,
TITUS,TX,
TODD,KY,
TODD,MN,
TODD,SD,
TOLLAND,CT,
TOM GREEN,TX,
TOMPKINS,NY,
TOOELE,UT,
TOOLE,MT,
TOOMBS,GA,
TORRANCE,NM,
TOWNER,ND,
TOWNS,GA,
TRAILL,ND,
TRANSYLVANIA,NC,
TRAVERSE,MN,
TRAVIS,TX,
TREASURE,MT,
TREGO,KS,
TREMPEALEAU,WI,
TREUTLEN,GA,
TRIGG,KY,
TRIMBLE,KY,
TRINITY,CA,
TRINITY,TX,
TRIPP,SD,
TROUP,GA,
TROUSDALE,TN,
TRUMBULL,OH,
TUCKER,WV,
TULARE,CA,
TULSA,OK,
TUNICA,MS,
TUOLUMNE,CA,
TURNER,SD,
TURNER,GA,
TUSCALOOSA,AL,
TUSCARAWAS,OH,
TUSCOLA,MI,
TWIGGS,GA,
TWIN FALLS,ID,
TYLER,WV,
TYLER,TX,
TYRRELL,NC,
UINTA,WY,
UINTAH,UT,
ULSTER,NY,
UMATILLA,OR,
UNICOI,TN,
UNION,OR,
UNION,FL,
UNION,NC,
UNION,LA,
UNION,IN,
UNION,AR,
UNION,SC,
UNION,NJ,
UNION,NM,
UNION,GA,
UNION,KY,
UNION,SD,
UNION,OH,
UNION,IL,
UNION,TN,
UNION,IA,
UNION,MS,
UNION,PA,
UPSHUR,WV,
UPSHUR,TX,
UPSON,GA,
UPTON,TX,
UTAH,UT,
UVALDE,TX,
VAL VERDE,TX,
VALDEZ CORDOVA,AK,
VALENCIA,NM,
VALLEY,MT,
VALLEY,ID,
VALLEY,NE,
VAN BUREN,IA,
VAN BUREN,AR,
VAN BUREN,MI,
VAN BUREN,TN,
VAN WERT,OH,
VAN ZANDT,TX,
VANCE,NC,
VANDERBURGH,IN,
VENANGO,PA,
VENTURA,CA,
VERMILION,LA,
VERMILION,IL,
VERMILLION,IN,
VERNON,MO,
VERNON,LA,
VERNON,WI,
VICTORIA,TX,
VIGO,IN,
VILAS,WI,
VINTON,OH,
VIRGINIA BEACH CITY,VA,
VOLUSIA,FL,
WABASH,IN,
WABASH,IL,
WABASHA,MN,
WABAUNSEE,KS,
WADE HAMPTON,AK,
WADENA,MN,
WAGONER,OK,
WAHKIAKUM,WA,
WAKE,NC,
WAKULLA,FL,
WALDO,ME,
WALKER,TX,
WALKER,AL,
WALKER,GA,
WALLA WALLA,WA,
WALLACE,KS,
WALLER,TX,
WALLOWA,OR,
WALSH,ND,
WALTHALL,MS,
WALTON,FL,
WALTON,GA,
WALWORTH,WI,
WALWORTH,SD,
WAPELLO,IA,
WARD,ND,
WARD,TX,
WARE,GA,
WARREN,MS,
WARREN,VA,
WARREN,IN,
WARREN,IL,
WARREN,NJ,
WARREN,KY,
WARREN,TN,
WARREN,NY,
WARREN,GA,
WARREN,IA,
WARREN,MO,
WARREN,PA,
WARREN,OH,
WARREN,NC,
WARRICK,IN,
WASATCH,UT,
WASCO,OR,
WASECA,MN,
WASHAKIE,WY,
WASHBURN,WI,
WASHINGTON,OH,
WASHINGTON,IA,
WASHINGTON,NC,
WASHINGTON,LA,
WASHINGTON,WI,
WASHINGTON,FL,
WASHINGTON,MD,
WASHINGTON,IN,
WASHINGTON,KY,
WASHINGTON,ID,
WASHINGTON,RI,
WASHINGTON,TX,
WASHINGTON,KS,
WASHINGTON,MN,
WASHINGTON,ME,
WASHINGTON,UT,
WASHINGTON,VT,
WASHINGTON,AR,
WASHINGTON,AL,
WASHINGTON,VA,
WASHINGTON,IL,
WASHINGTON,NE,
WASHINGTON,NY,
WASHINGTON,TN,
WASHINGTON,OK,
WASHINGTON,GA,
WASHINGTON,MO,
WASHINGTON,PA,
WASHINGTON,CO,
WASHINGTON,OR,
WASHINGTON,MS,
WASHITA,OK,
WASHOE,NV,
WASHTENAW,MI,
WATAUGA,NC,
WATONWAN,MN,
WAUKESHA,WI,
WAUPACA,WI,
WAUSHARA,WI,
WAYNE,PA,
WAYNE,MS,
WAYNE,IN,
WAYNE,UT,
WAYNE,MI,
WAYNE,IL,
WAYNE,KY,
WAYNE,NY,
WAYNE,WV,
WAYNE,IA,
WAYNE,NE,
WAYNE,TN,
WAYNE,GA,
WAYNE,MO,
WAYNE,OH,
WAYNE,NC,
WAYNESBORO CITY,VA,
WEAKLEY,TN,
WEBB,TX,
WEBER,UT,
WEBSTER,LA,
WEBSTER,MS,
WEBSTER,MO,
WEBSTER,KY,
WEBSTER,WV,
WEBSTER,NE,
WEBSTER,IA,
WEBSTER,GA,
WELD,CO,
WELLS,ND,
WELLS,IN,
WEST BATON ROUGE,LA,
WEST CARROLL,LA,
WEST FELICIANA,LA,
WESTCHESTER,NY,
WESTMORELAND,VA,
WESTMORELAND,PA,
WESTON,WY,
WETZEL,WV,
WEXFORD,MI,
WHARTON,TX,
WHATCOM,WA,
WHEATLAND,MT,
WHEELER,TX,
WHEELER,GA,
WHEELER,NE,
WHEELER,OR,
WHITE,AR,
WHITE,IN,
WHITE,GA,
WHITE,IL,
WHITE,TN,
WHITE PINE,NV,
WHITESIDE,IL,
WHITFIELD,GA,
WHITLEY,IN,
WHITLEY,KY,
WHITMAN,WA,
WIBAUX,MT,
WICHITA,TX,
WICHITA,KS,
WICOMICO,MD,
WILBARGER,TX,
WILCOX,AL,
WILCOX,GA,
WILKES,NC,
WILKES,GA,
WILKIN,MN,
WILKINSON,MS,
WILKINSON,GA,
WILL,IL,
WILLACY,TX,
WILLIAMS,ND,
WILLIAMS,OH,
WILLIAMSBURG,SC,
WILLIAMSBURG CITY,VA,
WILLIAMSON,TX,
WILLIAMSON,TN,
WILLIAMSON,IL,
WILSON,KS,
WILSON,TX,
WILSON,TN,
WILSON,NC,
WINCHESTER CITY,VA,
WINDHAM,VT,
WINDHAM,CT,
WINDSOR,VT,
WINKLER,TX,
WINN,LA,
WINNEBAGO,WI,
WINNEBAGO,IL,
WINNEBAGO,IA,
WINNESHIEK,IA,
WINONA,MN,
WINSTON,MS,
WINSTON,AL,
WIRT,WV,
WISE,TX,
WISE,VA,
WOLFE,KY,
WOOD,WI,
WOOD,WV,
WOOD,OH,
WOOD,TX,
WOODBURY,IA,
WOODFORD,KY,
WOODFORD,IL,
WOODRUFF,AR,
WOODS,OK,
WOODSON,KS,
WOODWARD,OK,
WORCESTER,MD,
WORCESTER,MA,
WORTH,IA,
WORTH,GA,
WORTH,MO,
WRANGELL PETERSBURG,AK,
WRIGHT,MO,
WRIGHT,MN,
WRIGHT,IA,
WYANDOT,OH,
WYANDOTTE,KS,
WYOMING,PA,
WYOMING,WV,
WYOMING,NY,
WYTHE,VA,
YADKIN,NC,
YAKIMA,WA,
YAKUTAT,AK,
YALOBUSHA,MS,
YAMHILL,OR,
YANCEY,NC,
YANKTON,SD,
YATES,NY,
YAVAPAI,AZ,
YAZOO,MS,
YELL,AR,
YELLOW MEDICINE,MN,
YELLOWSTONE,MT,
YOAKUM,TX,
YOLO,CA,
YORK,PA,
YORK,ME,
YORK,VA,
YORK,SC,
YORK,NE,
YOUNG,TX,
YUBA,CA,
YUKON KOYUKUK,AK,
YUMA,AZ,
YUMA,CO,
ZAPATA,TX,
ZAVALA,TX,
ZIEBACH,SD,
